name,pollen unit,dispersal unit and peculiarities,size (pollen unit),size of hydrated pollen (LM),shortest polar axis in equatorial view (LM),longest polar axis in equatorial view (LM),shortest diameter in equatorial or polar view (LM),longest diameter in equatorial or polar view (LM),pollen class,polarity,P/E-ratio,shape,outline in polar view,dominant orientation (LM),P/E-ratio (dry pollen),shape (dry pollen),outline in polar view (dry pollen),infoldings (dry pollen),aperture number,aperture type,aperture condition,aperture peculiarities,ornamentation LM,nexine,sexine,ornamentation SEM,suprasculpture SEM,tectum,infratectum,foot layer,endexine,intine,wall peculiarities,supratectal element,pollen coatings,reserves in cytoplasm,cell number,Ubisch bodies
Elaeagnus angustifolia,monad,monad,medium-sized (26-50 µm),41-50 µm,36-40 µm,41-50 µm,41-50 µm,41-50 µm,colporate,heteropolar,-,spheroidal,circular,oblique,-,cup-shaped,triangular,interapertural area sunken,3,colporus,"colporate, tricolporate","bridge, angulaperturate",psilate,-,-,"psilate, verrucate",-,-,-,-,-,-,-,-,-,-,-,-
Elaeis guineensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elaeis oleifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elymus condensatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elymus repens,monad,monad,medium-sized (26-50 µm),36-40 µm,-,-,31-35 µm,31-35 µm,ulcerate,heteropolar,-,spheroidal,circular,polar,-,irregular,irregular,irregularly infolded,1,ulcus,ulcerate,"operculum, annulus","psilate, scabrate",-,-,microechinate,-,eutectate,columellate,continuous,absent,monolayered,-,-,absent,"starch, polysaccharide vesicles",3-celled,present
Elymus smithii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elymus triticoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elytrigia repens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epilobium angustifolium,monad,monad,large (51-100 µm),51-100 µm,-,-,51-100 µm,51-100 µm,porate,isopolar,-,spheroidal,triangular,oblique,-,irregular,triangular,interapertural area sunken,3,porus,"porate, triporate",annulus,psilate,-,-,"microgemmate, perforate",-,-,-,-,-,-,viscin threads,-,-,-,-,-
Eragrostis curvula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erianthus repens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erica vulgaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericameria nauseosa,monad,monad,small (10-25 µm),21-25 µm,21-25 µm,21-25 µm,21-25 µm,21-25 µm,colporate,isopolar,isodiametric,spheroidal,circular,oblique,-,-,-,-,3,colporus,"colporate, tricolporate",-,echinate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ericameria nauseosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eucalyptus camaldulensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eucalyptus citriodora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eucalyptus globulus,monad,monad,-,21-25 µm,16-20 µm,21-25 µm,21-25 µm,21-25 µm,synaperturate,-,oblate,-,triangular,oblique,-,-,-,-,3,colporus,"colporate, tricolporate",angulaperturate,psilate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Eucalyptus insignis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eucalyptus populifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eucalyptus subulata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eucalyptus tereticornis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eucalyptus umbellatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eugenia caryophyllata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eugenia caryophyllus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eupatorium capillifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurotia lanata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fagus americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fagus grandifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fagus sylvatica,monad,monad,medium-sized (26-50 µm),"36-40 µm, 41-50 µm",36-40 µm,41-50 µm,41-50 µm,41-50 µm,colporate,isopolar,-,spheroidal,circular,oblique,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,"scabrate,  verrucate,  gemmate",-,-,"rugulate, perforate",-,-,-,-,-,-,-,-,-,-,-,present
Festuca arundinacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca distachya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca elatior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca fenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca glauca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca mediterranea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca orientalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca pratensis,monad,monad,medium-sized (26-50 µm),-,-,-,-,-,ulcerate,heteropolar,prolate,-,circular,-,-,irregular,irregular,irregularly infolded,1,ulcus,ulcerate,"operculum, annulus",scabrate,-,-,microechinate,-,eutectate,columellate,continuous,absent,monolayered,-,-,absent,"starch, polysaccharide vesicles",3-celled,present
Festuca rubra,monad,monad,medium-sized (26-50 µm),31-35 µm,-,-,31-35 µm,31-35 µm,ulcerate,heteropolar,-,spheroidal,circular,oblique,-,-,-,-,1,ulcus,ulcerate,"annulus, operculum",psilate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Festuca sylvatica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forsythia suspensa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragaria ananassa,monad,monad,-,21-25 µm,16-20 µm,21-25 µm,21-25 µm,21-25 µm,colporate,isopolar,-,spheroidal,circular,oblique,-,-,-,-,3,colporus,"colporate, tricolporate",operculum,"rugulate,  striate",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Franseria acanthicarpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franseria confertiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franseria deltoidea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franseria dumosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franseria strigulosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraxinus americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraxinus angustifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraxinus biltmoreana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraxinus campestris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraxinus darlingtonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraxinus excelsior,monad,monad,medium-sized (26-50 µm),21-25 µm,16-20 µm,21-25 µm,21-25 µm,21-25 µm,colpate,isopolar,-,spheroidal,circular,oblique,prolate,-,lobate,aperture(s) sunken,3,colpus,"colpate, tricolpate",aperture membrane ornamented,reticulate,-,-,"reticulate, heterobrochate, granulate",-,semitectate,columellate,absent,compact-continuous,monolayered,-,-,pollenkitt,starch,2-celled,absent
Fraxinus lanceolata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraxinus latifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraxinus lentiscifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraxinus oregona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraxinus parvifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraxinus pennsylvanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraxinus rotundifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraxinus smallii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraxinus uhdei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraxinus velutina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaertneria tenuifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gale palustris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genista anglica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geranium spp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerbera spp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginkgo biloba,monad,monad,medium-sized (26-50 µm),"26-30 µm, 31-35 µm",-,-,26-30 µm,26-30 µm,sulcate,heteropolar,oblate,-,circular,oblique,-,boat-shaped,-,aperture(s) sunken,1,sulcus,sulcate,-,psilate,-,-,rugulate,-,-,-,-,-,-,-,-,-,-,-,-
Gladiolus spp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glebionis segetum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomonia elatior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gymnothrix geniculata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gymnotrix polystachya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gynandropsis gynandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hedera helix,monad,monad,medium-sized (26-50 µm),26-30 µm,-,-,26-30 µm,26-30 µm,colporate,isopolar,-,spheroidal,circular,oblique,prolate,-,triangular,interapertural area sunken,3,colporus,"colporate, tricolporate",margo,reticulate,-,-,"reticulate, heterobrochate",-,-,-,-,-,-,-,-,-,-,-,-
Helianthus annuus,monad,monad,medium-sized (26-50 µm),26-30 µm,26-30 µm,26-30 µm,26-30 µm,26-30 µm,colporate,isopolar,-,spheroidal,circular,oblique,prolate,-,circular,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,echinate,-,-,"echinate, perforate",-,-,-,-,-,-,-,-,-,-,-,absent
Helictochloa pratensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helictotrichon pratense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herpetica alata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hesperocyparis macrocarpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heteropogon besukiensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heteropogon contortus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heteropogon firmus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heteropogon glaber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heteropogon hirtus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hibiscus moscheutos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hicoria laciniosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hicoria tomentosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hippeastrum spp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hipposelinum levisticum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holcus contortus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holcus lanatus,monad,monad,medium-sized (26-50 µm),31-35 µm,-,-,31-35 µm,31-35 µm,ulcerate,heteropolar,-,spheroidal,circular,oblique,-,-,-,-,1,ulcus,ulcerate,operculum,psilate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Holoptelea integrifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hordeum sativum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hordeum vulgare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humulus japonicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humulus lupulus,monad,monad,small (10-25 µm),16-20 µm,16-20 µm,16-20 µm,16-20 µm,16-20 µm,porate,isopolar,oblate,spheroidal,circular,oblique,-,irregular,irregular,irregularly infolded,3,porus,"porate, triporate",annulus,psilate,-,-,granulate,-,-,-,-,-,-,-,-,-,-,-,-
Humulus scandens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyacinthus orientalis,monad,monad,large (51-100 µm),"36-40 µm, 51-100 µm",36-40 µm,51-100 µm,-,-,sulcate,heteropolar,oblate,-,elliptic,equatorial,-,-,-,-,1,sulcus,sulcate,-,reticulate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hymenoclea salsola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypericum perforatum,monad,monad,small (10-25 µm),21-25 µm,16-20 µm,16-20 µm,16-20 µm,16-20 µm,colporate,isopolar,-,spheroidal,circular,oblique,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,reticulate,-,-,"microreticulate, perforate",-,eutectate,granular,continuous,compact-continuous,monolayered,-,-,pollenkitt,-,2-celled,present
Imperata cylindrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imperata spontanea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In Silico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea fistulosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iris glauca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iris odoratissima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iris pallida,monad,monad,large (51-100 µm),-,-,-,-,-,sulcate,heteropolar,-,spheroidal,circular,-,-,boat-shaped,no suitable term,aperture(s) sunken,1,sulcus,sulcate,-,-,-,-,"reticulate, free-standing columellae",-,-,-,-,-,-,-,-,-,-,-,-
Iva angustifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iva annua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iva axillaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iva ciliata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iva xanthifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacobaea vulgaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasminum spp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juglans alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juglans californica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juglans mandshurica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juglans nigra,monad,monad,medium-sized (26-50 µm),-,-,-,-,-,porate,heteropolar,oblate,-,circular,-,-,irregular,irregular,irregularly infolded,>6,porus,"porate, pantoporate","aperture membrane ornamented, pantoaperturate",-,-,-,microechinate,-,-,-,-,-,-,-,-,-,-,-,-
Juglans regia,monad,monad,medium-sized (26-50 µm),41-50 µm,36-40 µm,36-40 µm,36-40 µm,36-40 µm,porate,isopolar,oblate,-,circular,oblique,-,irregular,irregular,irregularly infolded,>6,porus,"porate, pantoporate","pantoaperturate, aperture membrane ornamented, annulus","scabrate,  verrucate,  gemmate",-,-,microechinate,-,eutectate,granular,continuous,absent,monolayered,-,-,absent,-,2-celled,absent
Juniperus ashei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juniperus communis,monad,monad,small (10-25 µm),26-30 µm,<10 µm,<10 µm,26-30 µm,26-30 µm,ulcerate,heteropolar,-,spheroidal,circular,polar,-,irregular,irregular,irregularly infolded,none,inaperturate,ulcerate,-,"scabrate,  verrucate,  gemmate",-,-,granulate,-,-,-,-,-,-,adhering Ubisch bodies,-,-,-,-,present
Juniperus knighti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juniperus monosperma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juniperus occidentalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juniperus osteosperma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juniperus oxycedrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juniperus pinchotii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juniperus rigida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juniperus sabinoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juniperus scopulorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juniperus texensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juniperus virginiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justicia adhatoda,monad,monad,medium-sized (26-50 µm),41-50 µm,-,41-50 µm,26-30 µm,-,colporate,isopolar,prolate,cylindric,circular,equatorial,-,-,-,-,2,colporus,"colporate, dicolporate",-,"scabrate,  verrucate,  gemmate",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kali tragus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kali turgidum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigelia aethiopica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigelia africana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigelia pinnata,monad,monad,large (51-100 µm),51-100 µm,41-50 µm,51-100 µm,51-100 µm,51-100 µm,colpate,isopolar,-,spheroidal,triangular,oblique,-,-,-,-,3,colpus,"colpate, tricolpate",-,reticulate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kochia scoparia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krascheninnikovia lanata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kygelia Abyssinica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyllinga polyphylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laburnum anagyroides,monad,monad,small (10-25 µm),21-25 µm,16-20 µm,21-25 µm,21-25 µm,21-25 µm,colporate,isopolar,-,spheroidal,circular,oblique,prolate,-,circular,aperture(s) sunken,3,colporus,"colporate, tricolporate",margo,psilate,-,-,microreticulate,-,-,-,-,-,-,-,-,-,-,-,absent
Laburnum vulgare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lantana aculeata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lantana camara,monad,monad,medium-sized (26-50 µm),41-50 µm,36-40 µm,36-40 µm,36-40 µm,36-40 µm,colporate,isopolar,isodiametric,spheroidal,circular,oblique,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,psilate,-,-,"psilate, perforate",-,-,-,-,-,-,-,-,-,-,-,present
Lantana tiliifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurus camphora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leptospermum umbellatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leucanthemum maximum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leucanthemum vulgare,monad,monad,medium-sized (26-50 µm),21-25 µm,16-20 µm,21-25 µm,21-25 µm,21-25 µm,colporate,isopolar,-,spheroidal,circular,oblique,prolate,-,circular,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,"echinate, perforate",-,-,"echinate, microreticulate",-,-,-,-,-,-,-,-,-,-,-,absent
Levisticum officinale,monad,monad,medium-sized (26-50 µm),"11-15 µm, 26-30 µm",-,26-30 µm,11-15 µm,11-15 µm,colporate,isopolar,prolate,-,circular,equatorial,-,-,-,-,3,colporus,"colporate, tricolporate",-,"scabrate,  verrucate,  gemmate",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Levisticum paludapifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leymus condensatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leymus triticoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libocedrus decurrens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ligustrum lucidum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ligustrum vulgare,monad,monad,medium-sized (26-50 µm),31-35 µm,26-30 µm,31-35 µm,31-35 µm,31-35 µm,colporate,isopolar,isodiametric,spheroidal,circular,oblique,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",aperture membrane ornamented,reticulate,-,-,reticulate,-,-,-,-,-,-,-,-,-,-,-,-
Lilium longiflorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lilium martagon,monad,monad,large (51-100 µm),51-100 µm,41-50 µm,51-100 µm,-,-,sulcate,heteropolar,oblate,-,elliptic,equatorial,-,boat-shaped,no suitable term,aperture(s) sunken,1,sulcus,sulcate,-,reticulate,-,-,"reticulate, reticulum cristatum",-,-,-,-,-,-,-,-,-,-,-,-
Limonium sinuatum,monad,monad,large (51-100 µm),-,-,-,-,-,colpate,isopolar,oblate,-,circular,-,prolate,-,lobate,aperture(s) sunken,3,colpus,"colpate, tricolpate",-,-,-,-,"reticulate, homobrochate, reticulum cristatum, microechinate",-,-,-,-,-,-,-,-,-,-,-,present
Limonium tataricum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liquidambar styraciflua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lolium arundinaceum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lolium italicum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lolium multiflorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lolium perenne,monad,monad,medium-sized (26-50 µm),"21-25 µm, 26-30 µm, 31-35 µm",21-25 µm,26-30 µm,26-30 µm,31-35 µm,ulcerate,heteropolar,-,spheroidal,circular,oblique,-,irregular,irregular,irregularly infolded,1,ulcus,ulcerate,"operculum, annulus",psilate,-,-,"microechinate, areolate",-,eutectate,columellate,continuous,absent,-,-,-,absent,starch,3-celled,present
Lupinus albus,monad,monad,-,41-50 µm,31-35 µm,41-50 µm,36-40 µm,36-40 µm,colporate,isopolar,-,spheroidal,circular,oblique,-,-,-,-,3,colporus,"colporate, tricolporate",-,reticulate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lycopersicon esculentum,monad,monad,medium-sized (26-50 µm),"16-20 µm, 21-25 µm",16-20 µm,21-25 µm,16-20 µm,16-20 µm,colporate,isopolar,isodiametric,spheroidal,circular,oblique,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,"scabrate,  verrucate,  gemmate",-,-,"verrucate, microverrucate, perforate",-,-,-,-,-,-,-,-,-,-,-,present
Lycopersicon lycopersicum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycopersicum esculentum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhuca indica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhuca longifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maerua arenaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maerua oblongifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnolia grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mallotus nudiflorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mallotus philippensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malus domestica,monad,monad,-,31-35 µm,26-30 µm,31-35 µm,31-35 µm,31-35 µm,colporate,isopolar,-,spheroidal,circular,oblique,-,-,-,-,3,colporus,"colporate, tricolporate",-,"rugulate, striate",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mangifera indica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markhamia platycalyx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicago sativa,monad,monad,-,31-35 µm,26-30 µm,31-35 µm,31-35 µm,31-35 µm,colporate,isopolar,-,spheroidal,circular,oblique,-,-,-,-,3,colporus,"colporate, tricolporate",-,psilate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Megathyrsus maximus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melaleuca leucadendron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melaleuca quinquenervia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melia australis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melia azedarach,monad,monad,medium-sized (26-50 µm),-,-,-,-,-,colporate,isopolar,-,spheroidal,circular,-,prolate,-,lobate,aperture(s) sunken,4,colporus,"colporate, tetracolporate",-,-,-,-,"psilate, perforate",-,-,-,-,-,-,-,-,-,-,-,present
Melia japonica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melia sempervirens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melilotus alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melilotus albus,monad,monad,-,21-25 µm,16-20 µm,21-25 µm,-,-,colporate,isopolar,prolate,-,circular,oblique,-,-,-,-,3,colporus,"colporate, tricolporate",-,reticulate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Melilotus leucanthus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melinis repens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melinis rosea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
